"Plot Title: surface_shade"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10761229, SEN S/N: 10761229)","Intensity, Lux (LGR S/N: 10761229, SEN S/N: 10761229)"
1,01/21/21 09:00:00 PM,0.232,0.0
2,01/21/21 10:00:00 PM,0.121,0.0
3,01/21/21 11:00:00 PM,0.010,0.0
4,01/22/21 12:00:00 AM,0.232,0.0
5,01/22/21 01:00:00 AM,0.010,0.0
6,01/22/21 02:00:00 AM,0.010,0.0
7,01/22/21 03:00:00 AM,-0.102,0.0
8,01/22/21 04:00:00 AM,-0.102,0.0
9,01/22/21 05:00:00 AM,-0.102,0.0
10,01/22/21 06:00:00 AM,-0.102,0.0
11,01/22/21 07:00:00 AM,-0.213,0.0
12,01/22/21 08:00:00 AM,-0.102,21.5
13,01/22/21 09:00:00 AM,0.121,322.9
14,01/22/21 10:00:00 AM,0.232,322.9
15,01/22/21 11:00:00 AM,0.232,505.9
16,01/22/21 12:00:00 PM,0.343,559.7
17,01/22/21 01:00:00 PM,0.343,549.0
18,01/22/21 02:00:00 PM,0.453,366.0
19,01/22/21 03:00:00 PM,0.121,139.9
20,01/22/21 04:00:00 PM,-0.213,0.0
21,01/22/21 05:00:00 PM,-0.774,0.0
22,01/22/21 06:00:00 PM,-1.114,0.0
23,01/22/21 07:00:00 PM,-1.114,0.0
24,01/22/21 08:00:00 PM,-1.114,0.0
25,01/22/21 09:00:00 PM,-1.001,0.0
26,01/22/21 10:00:00 PM,-0.887,0.0
27,01/22/21 11:00:00 PM,-0.887,0.0
28,01/23/21 12:00:00 AM,-1.001,0.0
29,01/23/21 01:00:00 AM,-1.114,0.0
30,01/23/21 02:00:00 AM,-1.228,0.0
31,01/23/21 03:00:00 AM,-1.570,0.0
32,01/23/21 04:00:00 AM,-2.145,0.0
33,01/23/21 05:00:00 AM,-2.962,0.0
34,01/23/21 06:00:00 AM,-3.316,0.0
35,01/23/21 07:00:00 AM,-2.727,0.0
36,01/23/21 08:00:00 AM,-2.610,193.8
37,01/23/21 09:00:00 AM,-2.727,592.0
38,01/23/21 10:00:00 AM,-0.662,3616.7
39,01/23/21 11:00:00 AM,1.112,3272.2
40,01/23/21 12:00:00 PM,1.439,3616.7
41,01/23/21 01:00:00 PM,2.088,3100.0
42,01/23/21 02:00:00 PM,2.730,4650.0
43,01/23/21 03:00:00 PM,-0.213,172.2
44,01/23/21 04:00:00 PM,-1.228,107.6
45,01/23/21 05:00:00 PM,-1.914,10.8
46,01/23/21 06:00:00 PM,-2.494,0.0
47,01/23/21 07:00:00 PM,-2.962,0.0
48,01/23/21 08:00:00 PM,-3.316,0.0
49,01/23/21 09:00:00 PM,-3.434,0.0
50,01/23/21 10:00:00 PM,-3.316,0.0
51,01/23/21 11:00:00 PM,-3.434,0.0
52,01/24/21 12:00:00 AM,-3.911,0.0
53,01/24/21 01:00:00 AM,-4.031,0.0
54,01/24/21 02:00:00 AM,-4.152,0.0
55,01/24/21 03:00:00 AM,-4.152,0.0
56,01/24/21 04:00:00 AM,-4.152,0.0
57,01/24/21 05:00:00 AM,-4.393,0.0
58,01/24/21 06:00:00 AM,-4.272,0.0
59,01/24/21 07:00:00 AM,-4.272,0.0
60,01/24/21 08:00:00 AM,-4.031,376.7
61,01/24/21 09:00:00 AM,-3.672,484.4
62,01/24/21 10:00:00 AM,-1.914,1248.6
63,01/24/21 11:00:00 AM,1.003,2927.8
64,01/24/21 12:00:00 PM,2.624,2238.9
65,01/24/21 01:00:00 PM,1.764,1463.9
66,01/24/21 02:00:00 PM,3.683,1894.5
67,01/24/21 03:00:00 PM,2.730,1022.6
68,01/24/21 04:00:00 PM,1.548,387.5
69,01/24/21 05:00:00 PM,-0.437,0.0
70,01/24/21 06:00:00 PM,-0.774,0.0
71,01/24/21 07:00:00 PM,-0.887,0.0
72,01/24/21 08:00:00 PM,-1.001,0.0
73,01/24/21 09:00:00 PM,-1.114,0.0
74,01/24/21 10:00:00 PM,-0.887,0.0
75,01/24/21 11:00:00 PM,-0.549,0.0
76,01/25/21 12:00:00 AM,-1.001,0.0
77,01/25/21 01:00:00 AM,-0.887,0.0
78,01/25/21 02:00:00 AM,-1.114,0.0
79,01/25/21 03:00:00 AM,-1.228,0.0
80,01/25/21 04:00:00 AM,-1.684,0.0
81,01/25/21 05:00:00 AM,-1.799,0.0
82,01/25/21 06:00:00 AM,-1.799,0.0
83,01/25/21 07:00:00 AM,-1.799,0.0
84,01/25/21 08:00:00 AM,-1.570,409.0
85,01/25/21 09:00:00 AM,-0.774,1463.9
86,01/25/21 10:00:00 AM,-0.213,2927.8
87,01/25/21 11:00:00 AM,0.453,2927.8
88,01/25/21 12:00:00 PM,0.343,2669.5
89,01/25/21 01:00:00 PM,0.343,2411.1
90,01/25/21 02:00:00 PM,-0.102,1302.4
91,01/25/21 03:00:00 PM,-0.549,656.6
92,01/25/21 04:00:00 PM,-1.001,376.7
93,01/25/21 05:00:00 PM,-1.341,0.0
94,01/25/21 06:00:00 PM,-1.684,0.0
95,01/25/21 07:00:00 PM,-1.914,0.0
96,01/25/21 08:00:00 PM,-1.914,0.0
97,01/25/21 09:00:00 PM,-1.799,0.0
98,01/25/21 10:00:00 PM,-1.914,0.0
99,01/25/21 11:00:00 PM,-1.799,0.0
100,01/26/21 12:00:00 AM,-1.684,0.0
101,01/26/21 01:00:00 AM,-1.799,0.0
102,01/26/21 02:00:00 AM,-1.914,0.0
103,01/26/21 03:00:00 AM,-1.914,0.0
104,01/26/21 04:00:00 AM,-1.914,0.0
105,01/26/21 05:00:00 AM,-2.494,0.0
106,01/26/21 06:00:00 AM,-2.377,0.0
107,01/26/21 07:00:00 AM,-2.261,0.0
108,01/26/21 08:00:00 AM,-2.844,236.8
109,01/26/21 09:00:00 AM,-3.434,775.0
110,01/26/21 10:00:00 AM,-0.213,6200.0
111,01/26/21 11:00:00 AM,1.980,5166.7
112,01/26/21 12:00:00 PM,2.517,4305.6
113,01/26/21 01:00:00 PM,2.624,3961.1
114,01/26/21 02:00:00 PM,3.367,5166.7
115,01/26/21 03:00:00 PM,1.764,1162.5
116,01/26/21 04:00:00 PM,1.548,559.7
117,01/26/21 05:00:00 PM,1.221,0.0
118,01/26/21 06:00:00 PM,1.330,0.0
119,01/26/21 07:00:00 PM,1.656,0.0
120,01/26/21 08:00:00 PM,1.656,0.0
121,01/26/21 09:00:00 PM,2.088,0.0
122,01/26/21 10:00:00 PM,1.872,0.0
123,01/26/21 11:00:00 PM,2.410,0.0
124,01/27/21 12:00:00 AM,2.303,0.0
125,01/27/21 01:00:00 AM,2.088,0.0
126,01/27/21 02:00:00 AM,1.872,0.0
127,01/27/21 03:00:00 AM,1.980,0.0
128,01/27/21 04:00:00 AM,1.980,0.0
129,01/27/21 05:00:00 AM,1.872,0.0
130,01/27/21 06:00:00 AM,2.088,0.0
131,01/27/21 07:00:00 AM,2.195,0.0
132,01/27/21 08:00:00 AM,2.303,247.6
133,01/27/21 09:00:00 AM,3.472,1356.3
134,01/27/21 10:00:00 AM,6.268,3961.1
135,01/27/21 11:00:00 AM,7.179,3444.5
136,01/27/21 12:00:00 PM,6.674,2238.9
137,01/27/21 01:00:00 PM,6.877,2411.1
138,01/27/21 02:00:00 PM,7.481,5511.1
139,01/27/21 03:00:00 PM,6.166,688.9
140,01/27/21 04:00:00 PM,5.860,473.6
141,01/27/21 05:00:00 PM,5.141,21.5
142,01/27/21 06:00:00 PM,4.831,0.0
143,01/27/21 07:00:00 PM,5.141,0.0
144,01/27/21 08:00:00 PM,5.037,0.0
