"","s","e","temp"
"1",0,3600,5.06674372608119
"2",3600,7200,5.0868869495549
"3",7200,10800,5.11313642031023
"4",10800,14400,5.14346863898764
"5",14400,18000,5.17558181367709
"6",18000,21600,5.20705268928163
"7",21600,25200,5.23550167333024
"8",25200,28800,5.25875500662808
"9",28800,32400,5.27499292712616
"10",32400,36000,5.28287372850479
"11",36000,39600,5.28162525634397
"12",39600,43200,5.27109760263737
"13",43200,46800,5.25177340273666
"14",46800,50400,5.22473502752203
"15",50400,54000,5.19159090086997
"16",54000,57600,5.15436595818591
"17",57600,61200,5.11536370604095
"18",61200,64800,5.07700927919623
"19",64800,68400,5.04168418750558
"20",68400,72000,5.01156401294376
"21",72000,75600,4.98847011752532
"22",75600,79200,4.9737454696456
"23",79200,82800,4.96816305424138
"24",82800,86400,4.97187311293628
"25",86400,90000,4.98439281514942
"26",90000,93600,5.00463907019264
"27",93600,97200,5.03100225062643
"28",97200,100800,5.06145580890222
"29",100800,104400,5.09369432261109
"30",104400,108000,5.12529056526319
"31",108000,111600,5.15386090160135
"32",111600,115200,5.17722773754849
"33",115200,118800,5.19356795387806
"34",118800,122400,5.20153720613843
"35",122400,126000,5.20036161640095
"36",126000,129600,5.18989060318339
"37",129600,133200,5.17060724318343
"38",133200,136800,5.14359545191501
"39",136800,140400,5.11046621284094
"40",140400,144000,5.07324787563544
"41",144000,147600,5.03424799357331
"42",147600,151200,4.99589611076439
"43",151200,154800,4.96057820970242
"44",154800,158400,4.93047409969878
"45",158400,162000,4.90740882825548
"46",162000,165600,4.89272824369477
"47",165600,169200,4.88720719327021
"48",169200,172800,4.89099661845133
"49",172800,176400,4.90361315945529
"50",176400,180000,4.92397198487517
"51",180000,183600,4.95046061674288
"52",183600,187200,4.98104872727585
"53",187200,190800,5.013426431318
"54",190800,194400,5.04516165526306
"55",194400,198000,5.07386586155295
"56",198000,201600,5.09735683649406
"57",201600,205200,5.11380744719673
"58",205200,208800,5.12187022756193
"59",208800,212400,5.12076929853506
"60",212400,216000,5.11035335233083
"61",216000,219600,5.09110608252648
"62",219600,223200,5.06411334117152
"63",223200,226800,5.03098925284917
"64",226800,230400,4.99376631301343
"65",230400,234000,4.95475695325962
"66",234000,237600,4.91639600208308
"67",237600,241200,4.88107477343666
"68",241200,244800,4.85097808804625
"69",244800,248400,4.82793533481545
"70",248400,252000,4.81329572506324
"71",252000,255600,4.8078362456901
"72",255600,259200,4.81170859073187
"73",259200,262800,4.82442869575414
"74",262800,266400,4.84490959700082
"75",266400,270000,4.87153538488392
"76",270000,273600,4.90227122046214
"77",273600,277200,4.93480192490633
"78",277200,280800,4.96668970320661
"79",280800,284400,4.99554025744185
"80",284400,288000,5.01916597093654
"81",288000,291600,5.03573504184167
"82",291600,295200,5.04389639982041
"83",295200,298800,5.04287188766783
"84",298800,302400,5.03250941868368
"85",302400,306000,5.01329347867549
"86",306000,309600,4.98631224755631
"87",309600,313200,4.95318357163318
"88",313200,316800,4.91594482242222
"89",316800,320400,4.8769141400107
"90",320400,324000,4.83853251075025
"91",324000,327600,4.8031974372923
"92",327600,331200,4.77309953437007
"93",331200,334800,4.75007318691651
"94",334800,338400,4.7354714513206
"95",338400,342000,4.73007373082577
"96",342000,345600,4.7340325245317
"97",345600,349200,4.74686288811152
"98",349200,352800,4.76747533446141
"99",352800,356400,4.79424994229911
"100",356400,360000,4.82514663193653
"101",360000,363600,4.85784410151418
"102",363600,367200,4.88989796202678
"103",367200,370800,4.91890729883495
"104",370800,374400,4.94267831051687
"105",374400,378000,4.95937387235153
"106",378000,381600,4.96763882824183
"107",381600,385200,4.96669246648325
"108",385200,388800,4.95638186907948
"109",388800,392400,4.93719248918431
"110",392400,396000,4.91021522521253
"111",396000,399600,4.87707222469547
"112",399600,403200,4.83980646404902
"113",403200,406800,4.8007426203321
"114",406800,410400,4.76232870939883
"115",410400,414000,4.72696927800477
"116",414000,417600,4.69686151576647
"117",417600,421200,4.67384545679348
"118",421200,424800,4.65927848347872
"119",424800,428400,4.65394269138864
"120",428400,432000,4.65799143694562
"121",432000,435600,4.67093872095023
"122",435600,439200,4.69169214270011
"123",439200,442800,4.71862719033304
"124",442800,446400,4.74969781537907
"125",446400,450000,4.78257576540552
"126",450000,453600,4.81480918677381
"127",453600,457200,4.84398969373175
"128",457200,460800,4.8679165201796
"129",460800,464400,4.88474656618883
"130",464400,468000,4.89312010959042
"131",468000,471600,4.89225360858792
"132",471600,475200,4.88199326175415
"133",475200,478800,4.86282566441852
"134",478800,482400,4.8358448233302
"135",482400,486000,4.80267776547078
"136",486000,489600,4.76537379933259
"137",489600,493200,4.726264965489
"138",493200,496800,4.68780717885975
"139",496800,500400,4.6524128836228
"140",500400,504000,4.62228662320569
"141",504000,507600,4.59927473236794
"142",507600,511200,4.58473939915837
"143",511200,514800,4.57946568664872
"144",514800,518400,4.58360786058897
"145",518400,522000,4.59667869223959
"146",522000,525600,4.61758247791217
"147",525600,529200,4.64468953763918
"148",529200,532800,4.67594712790244
"149",532800,536400,4.70901922021276
"150",536400,540000,4.74144562787233
"151",540000,543600,4.77080964183551
"152",543600,547200,4.79490275345667
"153",547200,550800,4.81187523703499
"154",550800,554400,4.82036232537077
"155",554400,558000,4.81957737182195
"156",558000,561600,4.80936563965747
"157",561600,565200,4.79021504087327
"158",565200,568800,4.76322307946444
"159",568800,572400,4.73002223864293
"160",572400,576000,4.6926688842779
"161",576000,579600,4.65350324481791
"162",579600,583200,4.61499000147084
"163",583200,586800,4.57955034681511
"164",586800,590400,4.54939695483788
"165",590400,594000,4.5263831105549
"166",594000,597600,4.51187628589891
"167",597600,601200,4.50666478574988
"168",601200,604800,4.51090383692077
"169",604800,608400,4.52410480682876
"170",608400,612000,4.54516830039069
"171",612000,615600,4.57245889353974
"172",615600,619200,4.603916423427
"173",619200,622800,4.63719626232772
"174",622800,626400,4.66982902452817
"175",626400,630000,4.69938882797496
"176",630000,633600,4.72365864590295
"177",633600,637200,4.74078147823751
"178",637200,640800,4.74938703528459
"179",640800,644400,4.74868529172277
"180",644400,648000,4.73852052392132
"181",648000,651600,4.71938213464338
"182",651600,655200,4.69237151300525
"183",655200,658800,4.65912717361255
"184",658800,662400,4.62171326292036
"185",662400,666000,4.58247901918698
"186",666000,669600,4.54389875453326
"187",669600,673200,4.50840325832385
"188",673200,676800,4.47821410944484
"189",676800,680400,4.45519219071503
"190",680400,684000,4.44071073461332
"191",684000,687600,4.43556156117021
"192",687600,691200,4.43990090971231
"193",691200,694800,4.45323856992626
"194",694800,698400,4.47447106801928
"195",698400,702000,4.50195666153342
"196",702000,705600,4.53362704620503
"197",705600,709200,4.56712817444288
"198",709200,712800,4.59998059828652
"199",712800,716400,4.62974841567862
