"Plot Title: 10355260"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10355260, SEN S/N: 10355260)","Intensity, Lux (LGR S/N: 10355260, SEN S/N: 10355260)"
1,01/22/21 12:00:00 PM,13.942,0.0
2,01/22/21 01:00:00 PM,1.764,9300.1
3,01/22/21 02:00:00 PM,1.221,6200.0
4,01/22/21 03:00:00 PM,0.674,2669.5
5,01/22/21 04:00:00 PM,-0.102,344.4
6,01/22/21 05:00:00 PM,-0.774,10.8
7,01/22/21 06:00:00 PM,-1.001,0.0
8,01/22/21 07:00:00 PM,-1.001,0.0
9,01/22/21 08:00:00 PM,-1.001,0.0
10,01/22/21 09:00:00 PM,-1.001,0.0
11,01/22/21 10:00:00 PM,-0.887,0.0
12,01/22/21 11:00:00 PM,-1.001,0.0
13,01/23/21 12:00:00 AM,-1.114,0.0
14,01/23/21 01:00:00 AM,-1.114,0.0
15,01/23/21 02:00:00 AM,-1.570,0.0
16,01/23/21 03:00:00 AM,-2.727,0.0
17,01/23/21 04:00:00 AM,-3.672,0.0
18,01/23/21 05:00:00 AM,-5.372,0.0
19,01/23/21 06:00:00 AM,-4.880,0.0
20,01/23/21 07:00:00 AM,-3.079,0.0
21,01/23/21 08:00:00 AM,-3.553,3444.5
22,01/23/21 09:00:00 AM,-3.672,5166.7
23,01/23/21 10:00:00 AM,1.656,30311.3
24,01/23/21 11:00:00 AM,6.166,38578.0
25,01/23/21 12:00:00 PM,5.860,57867.0
26,01/23/21 01:00:00 PM,8.282,46844.8
27,01/23/21 02:00:00 PM,7.682,28933.5
28,01/23/21 03:00:00 PM,-1.341,3272.2
29,01/23/21 04:00:00 PM,-2.962,1894.5
30,01/23/21 05:00:00 PM,-3.316,172.2
31,01/23/21 06:00:00 PM,-4.031,0.0
32,01/23/21 07:00:00 PM,-4.880,0.0
33,01/23/21 08:00:00 PM,-4.393,0.0
34,01/23/21 09:00:00 PM,-4.758,0.0
35,01/23/21 10:00:00 PM,-4.152,0.0
36,01/23/21 11:00:00 PM,-4.393,0.0
37,01/24/21 12:00:00 AM,-4.636,0.0
38,01/24/21 01:00:00 AM,-6.246,0.0
39,01/24/21 02:00:00 AM,-5.003,0.0
40,01/24/21 03:00:00 AM,-5.870,0.0
41,01/24/21 04:00:00 AM,-5.125,0.0
42,01/24/21 05:00:00 AM,-5.620,0.0
43,01/24/21 06:00:00 AM,-5.372,0.0
44,01/24/21 07:00:00 AM,-5.372,10.8
45,01/24/21 08:00:00 AM,-4.393,5511.1
46,01/24/21 09:00:00 AM,-4.880,5166.7
47,01/24/21 10:00:00 AM,-0.437,13089.0
48,01/24/21 11:00:00 AM,7.381,44089.2
49,01/24/21 12:00:00 PM,6.978,39955.8
50,01/24/21 01:00:00 PM,3.367,20666.8
51,01/24/21 02:00:00 PM,6.166,19289.0
52,01/24/21 03:00:00 PM,3.261,13777.9
53,01/24/21 04:00:00 PM,0.343,4305.6
54,01/24/21 05:00:00 PM,-2.030,118.4
55,01/24/21 06:00:00 PM,-2.145,0.0
56,01/24/21 07:00:00 PM,-1.914,0.0
57,01/24/21 08:00:00 PM,-2.145,0.0
58,01/24/21 09:00:00 PM,-2.261,0.0
59,01/24/21 10:00:00 PM,-1.228,0.0
60,01/24/21 11:00:00 PM,-1.001,0.0
